drug_name,C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39
econazole,-0.3236275956135134,-0.3430288369479967,-0.4866505663023207,-0.5652293723793098,-0.47543078608386874,-0.2561372748313917,-0.06693291987673038,0.040348343000071035,-0.5862653658171963,-0.3468169129343577,-0.013287325595376001,-0.28209068995389336,0.09511943193159747,-0.5559525828598002,-0.06096310619028877,-0.14197670296674256,-0.09777861572406611,-0.1404364631749986,0.20772100606631444,0.1432346171851177,-0.3713174575080525,-0.04398566189320761,-0.14529618084515433,-0.12480034408868725,-0.04946020440136453,-0.4027462095409354,-0.3095152480179322,-0.004646216118753343,-0.034217083734525734,0.20052754152368601,-0.04274179663085029,-0.31286827301553577,-0.18890254287571082,-0.021252253394374844,-0.32552400965857775,-0.050335191596147626,0.540091088796732,-0.1669194070104597,0.21410824746041413,-0.23615825969564858
BUMETANIDE,-0.36111942626223137,-0.42476853822238025,-0.5487994747797722,-0.6706838415459626,-0.6715227505724127,1.3818125692003138,-0.8184466940073173,0.0035947279134887606,-0.701298463197023,-0.43599910474105263,-0.037054970093675074,-0.3300688163633005,0.08583557729483958,-0.7699292386556065,-0.07020389216028433,-0.2115360301771595,-0.019296429597014837,-0.15852750657561515,0.35485497077360273,0.26469986243182225,-0.4756891957882345,-0.03951294905855949,-0.1936053182751523,-0.2804085029040226,-0.30331396601738864,-0.7067614895658535,-0.7535177175397484,-0.298827781654906,0.27582818875919907,0.5292800096582717,-0.05992918105970679,-0.6319294363205554,-0.16470931545336925,-0.04639740198578688,-0.5423002260883077,-0.02296704457825912,0.7536062082981604,0.32368476996288176,0.3846298419605098,-0.5875331350262641
FUROSEMIDE,-0.3689931376834487,-0.45102945427371455,-0.8242304809438774,0.5852503656897572,-0.9823868735921402,2.2186825337896203,-1.1517713726922034,-0.2179798998327877,-0.5238120877968074,-0.4011434072618086,-0.0718508487931894,-0.35959194959864327,0.016579417218963628,-0.7603949108854529,-0.07996411473037274,-0.227547585009518,-0.18548905378079783,-0.46869217020947057,0.4515777060726706,0.05592721504180253,-0.75546979138282,0.055655989175955406,-0.5054867527461907,-0.5656679958304274,0.10062639184592723,-0.39157898831484683,-0.9015970119745196,-0.2194456261463003,0.27404647627834233,0.23957275135903386,-0.31016626911364203,-0.48738752775210475,-0.11307187988421781,-0.0489738124453232,-1.099862181092212,0.04580796102698243,0.40628707512243317,0.9977017424976975,0.24465555034871658,-0.678236303954679
BISOPROLOL,-0.3234015136765015,-0.3430585444003668,-0.48727706699230194,-0.5646447488253334,-0.475070965503152,-0.21338142211162342,-0.08902914911313334,0.04217888151336663,-0.5856138071557545,-0.3446830796591394,-0.012621766460017897,-0.2744988164339006,0.09721053198495963,-0.5546346254378295,-0.05377123369862365,-0.14813947482726997,-0.09751622721850021,-0.1341134527095134,0.22008195023707935,0.1299500273178695,-0.3607553926093616,-0.04717228949739588,-0.152075733032725,-0.11997036501760656,-0.0499429793356348,-0.40331758818389757,-0.30943767406241185,0.0002082043773418639,-0.03300177196130645,0.2149140753970473,-0.02570341565995786,-0.3366936565990441,-0.14281836081013402,-0.015625619443912296,-0.3357272763135031,-0.06728617210542458,0.5455240885246945,-0.17385125704271634,0.1758939012883955,-0.21982517902731177
dobutamine,-0.32559950073530325,-0.3486945367454836,-0.4981481550055323,-0.5661566481186403,-0.47380068242363454,-0.2399010763655217,-0.08392838390898133,0.03487967467578918,-0.6077251248888766,-0.3603825733109878,-0.016614616037506552,-0.1275097257379227,0.08859062434591215,-0.5559111366471863,-0.06287631672369008,-0.1604174713167606,-0.1233716528441715,-0.12674009923326637,0.2210691495499163,0.13143783408659934,-0.36779848712449154,-0.050513816343378745,-0.1412914256852941,-0.1258586297334488,-0.06714856301908836,-0.428203273493223,-0.28750411734893755,-0.020480608783961372,-0.024328637393668383,0.2512946073888633,0.00963335830962445,-0.32102697322643875,-0.13965940995664802,-0.03771196641415477,-0.2856372121073832,-0.014494476857196225,0.5651533803981713,-0.26353331588216095,0.12096171919451285,-0.03177310547978725
Nebivolol hydrochloride,-0.3121742090704569,-0.3190368183380569,-0.4466157993115236,-0.5178410769020281,-0.43512346073665614,-0.22854638332865662,-0.06518965637732983,0.0364190607077249,-0.5289368120200061,-0.3068559796290752,-0.01075144990727143,-0.24545343073791773,0.08530778384581028,-0.48474858648846747,-0.05120215278001508,-0.12731039778622105,-0.08422924513912242,-0.12238739676842669,0.184607454796833,0.11901798563523165,-0.3161249671610371,-0.043440340072046175,-0.12744329655148331,-0.09725344565875979,-0.04042574365839777,-0.3390269199626487,-0.2493522051913013,0.004461123299588117,-0.0348939272868957,0.18346909729397207,-0.0158490206186253,-0.2864396060210346,-0.1429406159317147,-0.015503748492728755,-0.2691334764726104,-0.04795000039012135,0.4473773832722645,-0.13460497868005827,0.14435144758000334,-0.19327398358568662
BETAXOLOL,-0.3190851453331233,-0.33396926227585466,-0.47204337887027986,-0.5459924488169223,-0.45899353359972994,-0.21224120050611045,-0.08318639054081908,0.040441207947372486,-0.5623148142410568,-0.3293273088196938,-0.01194374770147599,-0.26061342370227153,0.09186750522718148,-0.5267263841397104,-0.04963171487155753,-0.1411696153125437,-0.09256877680654886,-0.12700350238323316,0.2085947889437255,0.12149928758074259,-0.34055675155197757,-0.04363754791824169,-0.1441309116473798,-0.11178011162118541,-0.04725701473545781,-0.37738877671942794,-0.2721044743593984,0.0005608083419861329,-0.030516365003279644,0.1901322738561271,-0.01738071149723939,-0.31753142357404973,-0.13396501757698434,-0.016172985983052796,-0.3135479840723019,-0.06168431259561981,0.5011347469214767,-0.1614039233618719,0.15307705197993576,-0.20024493227741985
CARVEDILOL,-0.3468743428862712,-0.3819295646825959,-0.6459472922483902,-0.5538309219860651,-0.3967264345033496,-0.3440194266691889,-0.0897835661796394,0.002518071971584689,-0.6047660672719047,-0.15997602747103956,0.06378849261913828,-0.06852581550493875,0.08436352040411643,-0.5796332433441506,0.3101301695724903,-0.27366984308666853,-0.23306328786515665,0.8118142948464889,0.4858794516360179,-1.0329818920772251,0.9023843940830757,0.709575663983888,-0.4873997292959092,-0.21365188484936168,-0.06315991262282716,-0.45504545208570535,-0.07050418370094733,-0.19648734372911336,0.43292030451641755,-1.0086574901208167,-0.31350046002843784,0.40846396875503954,2.541167912865688,0.3988988452291255,-0.5075816052801687,-0.7927465242861443,0.5891358688261389,-0.6258914347410913,-0.14415469450494833,0.8877566926860777
SOTALOL,-0.3405696843421263,-0.37223740047833576,-0.5684632687296708,-0.5740666922478505,-0.49034575277421205,-0.301367165822724,-0.08817221656391928,0.03475074547493636,-0.620366300745802,-0.3380586938256709,-0.0596307611612861,-0.28419332386775376,0.12913521117393748,-0.6109253910161087,-0.051326576686566,-0.20121285407254025,-0.12042982146950343,-0.1580215377562236,0.01803300521234955,0.02251965547126076,-0.23863590430273596,0.036474644966992056,-0.02064887145207333,-0.2622275200280909,-0.06441572215739379,-0.36179995829589323,-0.28245472393551047,-0.12431155865730929,0.028290479145435074,0.04163994165730625,-0.16811520965897275,-0.22860520761317482,-0.13925235839658281,-0.049943982411705105,-0.36655489752206677,0.05920312014988033,0.54878238678009,0.07529735420495434,0.12458334541117295,-0.043416193049392184
PROCATEROL,-0.32850349008400814,-0.35522089237411414,-0.5070484130446195,-0.5785451466105794,-0.4859244682270038,-0.27224509757383014,-0.0781987975561827,0.04431849873748212,-0.6132922490137132,-0.34864639555227245,-0.025474728121477927,-0.2122532150913344,0.10726292352475547,-0.5803783299969628,-0.050326100470397525,-0.1711401818626841,-0.11219634283436854,-0.1442833499411548,0.22423205804161603,0.10803200138122646,-0.3685355153912811,-0.04958729337737612,-0.15954169758738654,-0.18476068592087316,-0.06957255101659948,-0.40804487392997923,-0.20877208023102717,-0.05586725906541417,-0.03363891497828002,0.20714576713737565,0.05327463963113378,-0.4136728700915573,-0.1447362454482976,-0.06301950561788015,-0.3451875187993355,-0.00476463245101245,0.6343931454005448,-0.29927132040913074,-0.04190329644327668,-0.029306257436253893
Salbutamol,-0.3410448120728747,-0.3762912838670884,-0.5629324496834717,-0.60695119394565,-0.5650253335957912,-0.2213412569790784,-0.10704641293871185,0.039878151252763255,-0.7079705611782313,-0.42585448379019214,-0.014256958938403442,-0.18672398991252834,0.1276846907910868,-0.7131015084364254,-0.09326600834394046,-0.20673230573765614,-0.16694859112502006,-0.23589664076753653,0.2898373681938614,0.25038340623186733,-0.5862245396963558,0.01954360368003105,-0.3117044977858737,0.04341555760547102,-0.10517436953825396,-0.6786982959298105,1.9547642250603379,0.32301722303035246,-0.37029601679936025,-0.9949363669036941,0.891689416078494,-1.006564997894611,-0.5035446667989855,0.12752524381137728,-0.38244628965036503,0.0865709655597902,0.6413805969160172,-0.10824801704606775,-0.13885706772706785,-0.525088698270698
ISOPROTERENOL,-0.36207874810119745,-0.3599752868722217,-0.17390506694400032,-0.21915073727729914,-0.4259029065374391,-0.4605019285839688,-0.1921180320088326,-0.4053898530300751,0.6872281811714062,-0.4160571156941214,0.12397732270156697,-0.059939961036635056,-0.663076965308772,-0.16865830189184983,1.048205157437726,-0.10911409000103499,0.21824918568576196,-0.8611890017143418,1.1091678825574705,0.0473172750267577,-0.6302853411378393,-0.31121152419733317,-0.6283894447308102,-0.5999227302163987,-0.29848683622211125,-0.5674105785657272,-0.23746682076280595,-0.09142112462954649,1.2489205082211332,-0.6030644040642632,-0.5388171436417794,-0.3407698337619101,0.19100162016423824,-0.6816661472210654,-2.128053001948438,-0.6421378592131725,-3.978955708899641,-1.8027203421515339,0.28053413391972043,1.034131289691473
phentolamine,-0.33602800776268704,-0.37267274363250885,-0.5511116820798201,-0.5691680406677444,-0.4096348161737833,-0.2962416332390965,-0.0767633571449134,0.15485530696645136,-0.5443654431038122,-0.3504124916864589,-0.008129643740453224,-0.16552207995782103,0.10268566665355039,-0.5048462463275158,-0.10154349434429083,-0.22154407355151,-0.09603324503984419,-0.11880166438877193,0.14957233841879505,0.054953101913995134,-0.4497537748326621,-0.040743068307967395,-0.09296643825112483,-0.15701646092489954,0.014373838952979006,-0.432190953093589,-0.37038503847585097,0.03108883012607665,0.11202990287028296,0.1494682336685514,0.017832259305391725,-0.1948242738711842,-0.11659922945530217,-0.10294933317336231,-0.3305113960817946,0.09137173538747194,0.3255270631094529,-0.14405896972533547,0.11947965653020907,-0.2518622653428018
doxazosin,-0.346590127155857,-0.3913268068778286,-0.5582041426511405,-0.6416334874885027,-0.536701315214784,-0.31926874987960924,-0.07503898348453232,0.040862690340548846,-0.6384268502286463,-0.39093591025534796,-0.01692046676262119,-0.28067526747776417,0.057612628081594154,-0.6414106309311518,-0.09387204603909274,-0.2290203943892629,-0.08203524002200488,-0.12942646597656984,0.28150228142188244,0.26274157760914796,-0.34250586237949476,-0.09227242149311388,-0.2100257805704802,-0.23034883196499453,-0.1525213662311869,-0.4981148738763437,-0.45848168694621527,0.031622057448765076,-0.3624870943119814,0.23333687868929726,-0.07829832183823561,-0.40431419271025343,-0.11110412839912558,-0.11083830865499103,-0.3095546516602135,-0.10908062682190652,0.40848653530295953,-0.5152596292772851,-0.24890480988058464,-0.2426632051009087
alfuzosin,-0.3458209682975255,-0.39469166166533104,-0.5741541082929944,-0.6508246989999941,-0.5458218799963982,-0.3141405751065441,-0.08997786667161353,0.06311463654636477,-0.7120413838123052,-0.4129654454355601,-0.022874803834599805,-0.2783912238182826,0.11637064274058755,-0.7115475312729465,-0.06060021365382918,-0.21560118140825515,-0.12933920376924093,-0.13005379412791743,0.2855153904050048,0.1452687605252535,-0.44221273225491947,-0.067465786077543,-0.17106873582309665,-0.1979469898622947,-0.07603371363227317,-0.5566546422842582,-0.44620916852510556,-0.034749571719345895,-0.015738676601250078,0.32348930343389287,-0.058193954820302395,-0.49979607814678384,-0.19626083994647103,0.2932021637102749,-0.3194357865001979,-0.03693765273271683,0.6879535611959526,-0.3629584022131582,0.1114079823404758,-0.07461127355326239
prazosin,-0.34450241227498035,-0.37917928222166825,-0.45700032468282314,-0.6128715649609642,-0.4956686082539653,-0.3123753038409531,-0.08543640249931046,0.05554752399809365,-0.6718829689134447,-0.3565106099645949,-0.07462873530039427,-0.27516832110522443,0.14125579294824803,-0.5903136639107808,-0.04699660524728269,-0.20399948264542211,0.06286117657079614,-0.15614789888506536,0.2344154952298296,0.1285424267296248,-0.36353091084983324,0.04107885130684053,-0.11902605324281437,0.16398738570588745,-0.12506457285591613,-0.34881364068676796,-0.4222297679877586,-0.010277690395308644,0.057314689704561904,0.19610833938661332,-0.07485419788850103,-0.40332439730937103,-0.0591506371007617,-0.027937148366099687,-0.32222658022233014,-0.03585387434399555,0.5877974009226568,-0.0906386437326256,0.06622927886272759,-0.015716989892885582
TERAZOSIN,-0.35188628777398057,-0.3939122564003281,-0.522160594963242,-0.5750129303020152,-0.4849315252414323,-0.3436546519107563,-0.10625689569284963,0.0535862764045574,-0.6236002466713212,-0.06341671498455838,-0.3213149789486699,-0.23087231122289265,0.11837972529866485,-0.638185911554441,-0.09998039078455857,-0.2274805189427211,-0.23308628574503998,-0.15072468163431102,0.06545272740846785,0.3008145170205066,-0.02329682989203345,-0.2917156664815006,0.021008301444535537,-0.30694123398141,0.27651520969139975,-0.37792451186050696,-0.2271655747508691,-0.22052974095223016,0.17345612988442205,0.06931394487943734,-0.15755479641772374,-0.25735902183775455,-0.020660093080515494,-0.03539064736247145,-0.41639427546443547,0.0869623472718801,0.6923640544897337,-0.18773772340103026,-0.08969509146950524,0.06317074350360151
TRAZODONE,-0.3505419938621597,-0.4084785966611999,-0.6034041872846739,-0.6311409820348511,-0.5380771963350425,-0.32212347997720314,-0.10894562102390937,0.021941166008762624,-0.7694286285202685,-0.5018614333173245,-0.046687010823906125,0.38641556055928616,0.0709958784547162,-0.7029033451799018,-0.1212068526252671,-0.28510434478724833,-0.25524452251494917,-0.26075237926603967,0.16284385206150923,0.11457814205243438,-0.4827354492899142,0.04882780347708919,-0.016384429121564348,-0.1240369905554139,-0.17098274433753344,-0.67436072257421,1.036553409780583,0.112560442659579,-0.004907692601822457,0.5886511738303503,0.24811834900480417,-0.04251067938201146,-0.05502983218233405,-0.16538983362112156,0.05331533642008749,0.4575117103945088,0.6998352812849009,-1.1062647701213175,-0.5306535824051224,1.629861490791734
clonidine,-0.35458529955725177,-0.40767257426266984,-0.5581131369520237,-0.6523962744909537,-0.5698131708800788,0.017909812988868207,0.7037840508123847,0.06023024450209814,-0.6632356842867844,-0.4002789362743513,-0.07011958125162805,-0.2829979472363385,-0.017714937493753694,-0.6153652086824122,-0.11959015594593762,-0.3097123242653198,-0.08395288804980927,-0.20600640276360624,0.24426756732806182,-0.03769251915750264,-0.5212676577435856,-0.019055254768744277,-0.04390990779725082,0.10252682073724251,-0.030175054024556877,-0.4053586564167888,-0.3238895697135463,-0.17327623772407968,0.09002209619646255,0.2564933810951296,-0.030973822330894015,-0.40462494484300016,-0.10797936601249186,-0.06741017697264333,-0.47929263627936164,0.07842084319110243,0.6779953499146317,-0.1617047315347692,0.054619042362702944,0.2864742432636062
